name,scimark.fft.large,scimark.lu.large,scimark.monte_carlo,scimark.sor.large,scimark.sparse.large,sunflow
GLAZIER01,50.049708475172032,10.782755820210555,47.22701612330593,34.112861172467305,35.857233997552648,66.654796170633688
GLAZIER02,49.816245399125904,10.7187035693841,46.899748004018889,33.513887391645021,35.73913357286888,66.692569693820019
GLAZIER03,49.048476551196238,10.679833763651631,46.865199199001175,32.831146123021036,35.528017996527687,64.407890368320537
GLAZIER04,50.654717225328035,10.806103922839066,47.982685070200297,34.397892446302357,35.670604450748755,69.380260593672844
GLAZIER05,50.218579137769098,10.759488865160996,46.946678595677014,34.048041667426361,35.808358664952671,68.553720988250859
GLAZIER06,49.829251191736994,10.786765880898283,47.57460102137933,34.086023812717052,35.938325341931602,68.153765717018516
GLAZIER07,50.821110964724014,10.757191170347008,47.908698847866958,33.973208214767467,35.757689538962929,67.737305113119831
GLAZIER09,49.806400269878353,10.780368755910263,47.81765213432444,34.063264498252586,35.966166677626568,66.686645566940754
GLAZIER10,49.878801895894156,10.794339563687036,46.831028471736516,33.905057299327119,35.869801848007967,68.234945443425516
GLAZIER11,50.022036772914539,10.690966101829046,48.172494089399471,34.044402895129117,35.362549155563173,69.149287801849297
GLAZIER12,49.911849217783193,10.709229474226222,46.333178024841565,33.371029629717988,35.47699921836891,67.53852691738841
GLAZIER13,49.779679553301754,10.547640122027362,48.810010909373169,34.830845264228664,35.321369502806711,70.115346177482337
GLAZIER14,49.896537360373372,10.779170403750429,48.029993746405871,34.008982684556926,35.851976420874337,66.660875675318508
GLAZIER16,50.115190118734674,10.762455138295573,47.246470924309826,34.118034189189224,35.876842173565372,68.748325809435329
GLAZIER17,50.377501169352286,10.091440920330314,47.038782026339504,33.541212091476083,32.237215978547503,68.366336448601331
